X--Trace 1::[-I(I1:3) | I(PR1)],Y--Trace 1::[-I(I1:3) | I(PR1)]
794.328,7.31417e-05
812.831,7.0363e-05
831.764,6.76884e-05
851.138,6.51139e-05
870.964,6.26358e-05
891.251,6.02504e-05
912.011,5.79543e-05
933.254,5.57441e-05
954.993,5.36166e-05
977.237,5.15687e-05
1000,4.95976e-05
1023.29,4.77004e-05
1047.13,4.58744e-05
1071.52,4.41169e-05
1096.48,4.24255e-05
1122.02,4.07977e-05
1148.15,3.92313e-05
1174.9,3.7724e-05
1202.26,3.62735e-05
1230.27,3.4878e-05
1258.93,3.35352e-05
1288.25,3.22434e-05
1318.26,3.10006e-05
1348.96,2.9805e-05
1380.38,2.86549e-05
1412.54,2.75486e-05
1445.44,2.64845e-05
1479.11,2.54611e-05
1513.56,2.44767e-05
1548.82,2.35301e-05
1584.89,2.26196e-05
1621.81,2.17441e-05
1659.59,2.09022e-05
1698.24,2.00927e-05
1737.8,1.93142e-05
1778.28,1.85657e-05
1819.7,1.78461e-05
1862.09,1.71541e-05
1905.46,1.64889e-05
1949.84,1.58493e-05
1995.26,1.52344e-05
2041.74,1.46433e-05
2089.3,1.4075e-05
2137.96,1.35288e-05
2187.76,1.30036e-05
2238.72,1.24988e-05
2290.87,1.20135e-05
2344.23,1.15471e-05
2398.83,1.10987e-05
2454.71,1.06677e-05
2511.89,1.02534e-05
2570.4,9.85522e-06
2630.27,9.47248e-06
2691.53,9.10459e-06
2754.23,8.75099e-06
2818.38,8.41112e-06
2884.03,8.08445e-06
2951.21,7.77048e-06
3019.95,7.46871e-06
3090.3,7.17866e-06
3162.28,6.89989e-06
3235.94,6.63196e-06
3311.31,6.37444e-06
3388.44,6.12694e-06
3467.37,5.88906e-06
3548.13,5.66044e-06
3630.78,5.4407e-06
3715.35,5.22951e-06
3801.89,5.02654e-06
3890.45,4.83146e-06
3981.07,4.64396e-06
4073.8,4.46376e-06
4168.69,4.29057e-06
4265.8,4.12412e-06
4365.16,3.96414e-06
4466.84,3.81038e-06
4570.88,3.6626e-06
4677.35,3.52057e-06
4786.3,3.38407e-06
4897.79,3.25287e-06
5011.87,3.12677e-06
5128.61,3.00558e-06
5248.07,2.8891e-06
5370.32,2.77715e-06
5495.41,2.66955e-06
5623.41,2.56613e-06
5754.4,2.46673e-06
5888.44,2.3712e-06
6025.6,2.27938e-06
6165.95,2.19112e-06
6309.57,2.1063e-06
6456.54,2.02477e-06
6606.93,1.94641e-06
6760.83,1.87109e-06
6918.31,1.7987e-06
7079.46,1.72912e-06
7244.36,1.66224e-06
7413.1,1.59795e-06
7585.78,1.53617e-06
7762.47,1.47678e-06
7943.28,1.41969e-06
8128.31,1.36482e-06
8317.64,1.31208e-06
8511.38,1.26139e-06
8709.64,1.21266e-06
8912.51,1.16582e-06
9120.11,1.1208e-06
9332.54,1.07752e-06
9549.93,1.03592e-06
9772.37,9.95938e-07
10000,9.57502e-07
10232.9,9.20555e-07
10471.3,8.85039e-07
10715.2,8.50899e-07
10964.8,8.18082e-07
11220.2,7.86535e-07
11481.5,7.5621e-07
11749,7.27059e-07
12022.6,6.99036e-07
12302.7,6.72098e-07
12589.3,6.46202e-07
12882.5,6.21308e-07
13182.6,5.97377e-07
13489.6,5.74372e-07
13803.8,5.52256e-07
14125.4,5.30995e-07
14454.4,5.10556e-07
14791.1,4.90907e-07
15135.6,4.72018e-07
15488.2,4.53858e-07
15848.9,4.364e-07
16218.1,4.19617e-07
16595.9,4.03481e-07
16982.4,3.87968e-07
17378,3.73055e-07
17782.8,3.58717e-07
18197,3.44932e-07
18620.9,3.31679e-07
19054.6,3.18938e-07
19498.4,3.06688e-07
19952.6,2.94911e-07
